name,platform,release_date,score,user_score,developer,genre,critics,users
Diablo II: Lord of Destruction,PC,27-Jun-01,87.0,9.1,BlizzardNorth,"Role-Playing,Action RPG,Action RPG",21.0,883.0
Anachronox,PC,27-Jun-01,77.0,7.9,IonStorm,"Role-Playing,Third-Person,Third-Person,General,Japanese-Style",18.0,84.0
Star Trek Starfleet Command: Orion Pirates,PC,1-Jul-01,78.0,7.6,Taldren,"Strategy,Real-Time,General,Tactics",9.0,9.0
The Sting!,PC,1-Jul-01,73.0,7.5,neoSoftware,"Strategy,General,General",9.0,12.0
Atari Anniversary Edition,PC,9-Jul-01,74.0,7.3,DigitalEclipse,"Miscellaneous,Compilation,Compilation",8.0,4.0
The Corporate Machine,PC,14-Jul-01,80.0,6.8,Stardock,"Strategy,General,General,Management,Business / Tycoon",10.0,5.0
MechCommander 2,PC,18-Jul-01,80.0,7.8,MicrosoftGameStudios,"Strategy,General,General",18.0,39.0
Max Payne,PC,23-Jul-01,89.0,9.1,RemedyEntertainment,"Action,Shooter,Shooter,Third-Person,Modern,Modern,Arcade",32.0,1597.0
Desperados: Wanted Dead or Alive,PC,23-Jul-01,78.0,8.9,Spellbound,"Strategy,General,General",12.0,157.0
Eurofighter Typhoon,PC,30-Jul-01,69.0,6.3,RageSoftware,"Simulation,Flight,Modern Jet,Modern Jet,Combat",10.0,16.0
Majestic,PC,31-Jul-01,66.0,7.3,Anim-X,"Adventure,General,General",8.0,4.0
Shogun: Total War Warlord Edition,PC,13-Aug-01,87.0,8.8,CreativeAssembly,"Strategy,Turn-Based,Real-Time,Historic,Historic,General",7.0,51.0
Conquest: Frontier Wars,PC,14-Aug-01,80.0,8.1,FeverPitchStudios,"Strategy,General,General",13.0,15.0
Madden NFL 2002,PC,20-Aug-01,71.0,6.8,EASports,"Sports,Traditional,Team,Football,Sim,Sim",10.0,10.0
Shattered Galaxy,PC,21-Aug-01,79.0,7.3,Nexon,"Role-Playing,Strategy,General,General,Massively Multiplayer",10.0,19.0
Independence War 2: Edge of Chaos,PC,22-Aug-01,83.0,7.9,ParticleSystems,"Simulation,Sci-Fi,Space,Large Spaceship,Large Spaceship,Combat,Civilian",17.0,25.0
Arcanum: Of Steamworks and Magick Obscura,PC,22-Aug-01,81.0,8.7,TroikaGames,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",24.0,346.0
Operation Flashpoint: Cold War Crisis,PC,30-Aug-01,85.0,8.7,BohemiaInteractive,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",21.0,164.0
Dark Age of Camelot,PC,1-Sep-01,88.0,7.8,MythicEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",18.0,71.0
NHL 2002,PC,17-Sep-01,87.0,7.6,EASports,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",12.0,45.0
Red Faction,PC,17-Sep-01,78.0,8.1,VolitionInc.,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",19.0,154.0
Trade Empires,PC,17-Sep-01,69.0,7.2,FrogCitySoftware,"Strategy,General,General",9.0,11.0
Spider-Man,PC,17-Sep-01,68.0,8.3,GrayMatter,"Action Adventure,Sci-Fi,Sci-Fi,General",11.0,45.0
Rails Across America,PC,18-Sep-01,81.0,7,FlyingLabSoftware,"Strategy,Real-Time,General,General",10.0,7.0
Commandos 2: Men of Courage,PC,20-Sep-01,87.0,8.8,PyroStudios,"Strategy,Real-Time,Military,General,Military",17.0,265.0
The Typing of the Dead,PC,23-Sep-01,75.0,7.7,Sega,"Action,Shooter,Shooter,Light Gun,Light Gun",8.0,15.0
Monopoly Tycoon,PC,24-Sep-01,85.0,7.7,DeepRed,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",10.0,32.0
Throne of Darkness,PC,24-Sep-01,68.0,8.6,ClickEntertainment,"Role-Playing,Action RPG,Action RPG",19.0,19.0
Ultimate Ride,PC,30-Sep-01,68.0,7,GigawattStudios,"Action,Strategy,General,Management,Business / Tycoon",9.0,6.0
Patrician II: Quest for Power,PC,8-Oct-01,76.0,6.9,"AscaronEntertainmentGmbH,AscaronEntertainment","Strategy,Real-Time,Historic,General",12.0,12.0
Project Eden,PC,8-Oct-01,72.0,7.4,CoreDesignLtd.,"Action Adventure,Sci-Fi,Sci-Fi,General",15.0,14.0
Uplink: Hacker Elite,PC,9-Oct-01,75.0,8.1,Introversion,"Simulation,Adventure,Third-Person,Virtual,Sci-Fi,Sci-Fi,Career",13.0,127.0
Zax: The Alien Hunter,PC,9-Oct-01,70.0,7.6,ReflexiveEntertainment,"Action,General,General",7.0,9.0
Command & Conquer: Red Alert 2 - Yuri's Revenge,PC,10-Oct-01,86.0,8.9,WestwoodStudios,"Strategy,Real-Time,Sci-Fi,Sci-Fi,Command",23.0,298.0
F1 2001,PC,14-Oct-01,79.0,7.1,EASports,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",8.0,12.0
World War III: Black Gold,PC,16-Oct-01,71.0,5.9,RealityPump,"Strategy,Real-Time,General,General",14.0,13.0
Zoo Tycoon (2001),PC,17-Oct-01,68.0,7.7,BlueFangGames,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",18.0,87.0
Flight Simulator 2002,PC,19-Oct-01,90.0,7.3,MicrosoftGameStudios,"Simulation,Flight,Civilian Plane,Civilian",9.0,44.0
Stronghold,PC,21-Oct-01,81.0,8.8,FireFlyStudios,"Strategy,Real-Time,Historic,General,Historic",19.0,337.0
Ballistics,PC,22-Oct-01,71.0,7.4,GRIN,"Driving,Racing,Arcade,Futuristic,Futuristic",12.0,17.0
Mat Hoffman's Pro BMX,PC,23-Oct-01,73.0,6.6,GrayMatter,"Sports,Alternative,Individual,Biking,Biking",9.0,7.0
Beyond Atlantis II,PC,24-Oct-01,75.0,6.9,CryoInteractive,"Adventure,General,General",8.0,16.0
Magic & Mayhem: The Art of Magic,PC,26-Oct-01,71.0,7,Charybdis,"Strategy,Real-Time,Fantasy,General,Fantasy",14.0,7.0
FIFA Soccer 2002,PC,29-Oct-01,77.0,7.5,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",9.0,42.0
Motor City Online,PC,29-Oct-01,73.0,6.3,EAGames,"Driving,Racing,Simulation,GT / Street,Automobile",12.0,35.0
Sid Meier's Civilization III,PC,30-Oct-01,90.0,8.4,FiraxisGames,"Strategy,Turn-Based,Historic,Historic,4X",24.0,325.0
Myth III: The Wolf Age,PC,30-Oct-01,76.0,6.8,MumboJumbo,"Strategy,Real-Time,Fantasy,General",12.0,12.0
4x4 EVO 2,PC,30-Oct-01,69.0,7.3,TerminalReality,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",9.0,15.0
Aliens Versus Predator 2,PC,31-Oct-01,85.0,8.7,MonolithProductions,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",27.0,209.0
MechWarrior 4: Black Knight Expansion,PC,31-Oct-01,78.0,7.3,CyberloreStudios,"Simulation,Sci-Fi,Vehicle,Mech,Combat",10.0,9.0
Tom Clancy's Rainbow Six Rogue Spear: Black Thorn,PC,31-Oct-01,67.0,4.9,RedStormEntertainment,"Action,Shooter,Shooter,First-Person,Tactical,Modern",9.0,7.0
Asheron's Call Dark Majesty,PC,4-Nov-01,80.0,7.4,TurbineInc.,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy",11.0,10.0
Kohan: Ahriman's Gift,PC,5-Nov-01,79.0,7.8,TimeGateStudios,"Strategy,Real-Time,General,General,Command",10.0,10.0
Silent Hunter II,PC,5-Nov-01,71.0,7.5,UltimationInc.,"Simulation,Submarine,Marine,Combat",12.0,14.0
Battle Realms,PC,7-Nov-01,82.0,8.5,LiquidEntertainment,"Strategy,Real-Time,Fantasy,General,Fantasy,Command",16.0,76.0
Star Wars Galactic Battlegrounds,PC,11-Nov-01,75.0,7.9,LucasArts,"Strategy,Real-Time,Sci-Fi,General",21.0,84.0
Europa Universalis II,PC,12-Nov-01,87.0,8.7,ParadoxDevelopmentStudio,"Strategy,Real-Time,Historic,General,Historic",11.0,91.0
The Sims: Hot Date,PC,12-Nov-01,85.0,7.7,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",17.0,76.0
Empire Earth,PC,12-Nov-01,81.0,8.3,StainlessSteelStudios,"Strategy,Real-Time,Historic,General,Historic",23.0,170.0
Etherlords,PC,12-Nov-01,77.0,7.5,NivalInteractive,"Strategy,Turn-Based,General,General",11.0,41.0
Comanche 4,PC,12-Nov-01,74.0,7.6,NovaLogic,"Simulation,Flight,Helicopter,Helicopter,Combat,Civilian",16.0,30.0
Star Trek: Armada II,PC,12-Nov-01,65.0,7.6,MadDocSoftware,"Strategy,General,General",13.0,28.0
Tom Clancy's Ghost Recon,PC,13-Nov-01,80.0,7.6,RedStormEntertainment,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",19.0,75.0
Wizardry 8,PC,14-Nov-01,85.0,8.3,Sir-TechSoftwareInc.,"Role-Playing,First-Person,First-Person,General,Western-Style",20.0,95.0
Harry Potter and the Sorcerer's Stone,PC,15-Nov-01,65.0,7.6,KnowWonder,"Action Adventure,Fantasy,General,Fantasy",11.0,128.0
IL-2 Sturmovik,PC,18-Nov-01,91.0,8.7,"1C,1CEntertainment","Simulation,Flight,WWII,WWII,Combat",12.0,164.0
Battlecruiser Millennium,PC,18-Nov-01,68.0,4.6,"3000AD,Inc.","Strategy,General,General",9.0,32.0
Tennis Masters Series,PC,18-Nov-01,65.0,7.5,Microids,"Sports,Traditional,Individual,Tennis,Tennis",10.0,13.0
Return to Castle Wolfenstein,PC,19-Nov-01,88.0,8.7,GrayMatter,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",32.0,495.0
AquaNox,PC,19-Nov-01,67.0,7.7,MassiveDevelopment,"Simulation,Sci-Fi,Marine,Futuristic Sub,Futuristic Sub,Combat",13.0,30.0
S.W.I.N.E.,PC,19-Nov-01,65.0,8,Stormregion,"Strategy,Real-Time,General,Tactics",12.0,41.0
Rally Trophy,PC,20-Nov-01,82.0,7,Bugbear,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",8.0,21.0
Legacy of Kain: Soul Reaver 2,PC,20-Nov-01,77.0,8.8,"CrystalDynamics,NixxesSoftware","Action Adventure,Horror,Horror,Survival",10.0,109.0
Gothic,PC,23-Nov-01,81.0,8.8,PiranhaBytes,"Role-Playing,General,General",14.0,1008.0
EverQuest: The Shadows of Luclin,PC,2-Dec-01,83.0,7.2,SonyOnlineEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy",11.0,5.0
Capitalism II,PC,16-Dec-01,82.0,8.7,EnlightSoftware,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",11.0,89.0
Medal of Honor: Allied Assault,PC,20-Jan-02,91.0,8.6,2015,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",34.0,509.0
Star Wars: Starfighter,PC,20-Jan-02,71.0,6.6,LucasArts,"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",16.0,18.0
Black & White: Creature Isle,PC,21-Jan-02,72.0,7.3,LionheadStudios,"Strategy,Real-Time,Fantasy,General,Fantasy",19.0,16.0
Disciples II: Dark Prophecy,PC,22-Jan-02,84.0,8.7,StrategyFirst,"Strategy,Turn-Based,Fantasy,General,Fantasy",18.0,149.0
Sid Meier's SimGolf,PC,23-Jan-02,84.0,7.6,FiraxisGames,"Strategy,Real-Time,Modern,General",25.0,24.0
The Cameron Files: The Secret at Loch Ness,PC,24-Jan-02,66.0,5.8,GalileaMultimedia,"Adventure,3D,First-Person,Modern,Modern",7.0,6.0
Darkened Skye,PC,27-Jan-02,65.0,6.9,BostonAnimation,"Action,Action Adventure,General,General,Fantasy",10.0,7.0
Moto Racer 3,PC,31-Jan-02,66.0,7.5,DelphineSoftwareInternational,"Driving,Racing,Arcade,Motorcycle,Other,Motocross,Motocross",10.0,11.0
Tropico: Paradise Island,PC,3-Feb-02,78.0,7.5,BreakAwayGames,"Strategy,Miscellaneous,Tycoon,Management,Compilation,Tycoon,Government,Business / Tycoon",15.0,23.0
Serious Sam: The Second Encounter,PC,4-Feb-02,85.0,8.6,Croteam,"Action,Shooter,Shooter,First-Person,Sci-Fi,Arcade",22.0,258.0
Trainz,PC,10-Feb-02,79.0,7.2,Auran,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",16.0,6.0
NASCAR Racing 2002 Season,PC,14-Feb-02,89.0,5.4,Papyrus,"Driving,Racing,Simulation,Stock Car,Stock Car,Automobile",15.0,23.0
Tiger Woods PGA Tour 2002,PC,24-Feb-02,83.0,5.8,Headgate,"Sports,Traditional,Individual,Golf,Sim,Sim",9.0,6.0
Star Trek Bridge Commander,PC,27-Feb-02,82.0,7.5,TotallyGames,"Simulation,Sci-Fi,Space,Large Spaceship,Civilian",24.0,41.0
Command & Conquer: Renegade,PC,27-Feb-02,75.0,7.7,WestwoodStudios,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",28.0,128.0
Out of the Park Baseball 4,PC,28-Feb-02,87.0,6.9,OutOfTheParkDevelopments,"Sports,Traditional,Baseball,Sim",12.0,7.0
Grandia II,PC,10-Mar-02,70.0,8,GameArts,"Role-Playing,Console-style RPG,Console-style RPG,Japanese-Style",12.0,35.0
Warlords Battlecry II,PC,11-Mar-02,82.0,7.8,StrategicStudiesGroup,"Strategy,Real-Time,Fantasy,General,Fantasy",21.0,34.0
High Heat Major League Baseball 2003,PC,11-Mar-02,67.0,7.3,3DO,"Sports,Traditional,Team,Baseball,Sim,Sim",8.0,9.0
Freedom Force,PC,24-Mar-02,90.0,7.7,IrrationalGames,"Role-Playing,Action RPG,Action RPG",27.0,87.0
Army Men: RTS,PC,24-Mar-02,67.0,7.8,PandemicStudios,"Strategy,Real-Time,Fantasy,General,Fantasy",9.0,32.0
Global Operations,PC,25-Mar-02,79.0,7.7,BarkingDog,"Action,Shooter,Shooter,First-Person,Tactical,Modern",13.0,20.0
Blood Omen 2,PC,25-Mar-02,66.0,8.3,NixxesSoftware,"Action Adventure,Horror,Horror,Survival",8.0,53.0
Star Wars Jedi Knight II: Jedi Outcast,PC,26-Mar-02,89.0,8.7,RavenSoftware,"Action,Action Adventure,Shooter,Shooter,Linear,First-Person,Sci-Fi,Sci-Fi,Arcade",35.0,453.0
Tom Clancy's Ghost Recon: Desert Siege,PC,27-Mar-02,82.0,6.7,RedStormEntertainment,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",14.0,19.0
Tony Hawk's Pro Skater 3,PC,28-Mar-02,90.0,8.4,GearboxSoftware,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",15.0,117.0
Heroes of Might and Magic IV,PC,29-Mar-02,84.0,7.6,NewWorldComputing,"Strategy,Turn-Based,Fantasy,General,Fantasy",18.0,353.0
Dungeon Siege,PC,31-Mar-02,86.0,7.8,GasPoweredGames,"Role-Playing,Action RPG,Action RPG",29.0,257.0
Cossacks: The Art of War,PC,31-Mar-02,74.0,8.4,GSCGameWorld,"Strategy,Real-Time,Historic,Historic,Command",10.0,51.0
Warrior Kings,PC,13-Apr-02,73.0,7.7,BlackCactus,"Strategy,Real-Time,Fantasy,General,Fantasy",16.0,18.0
Warrior Kings,PC,13-Apr-02,73.0,7.7,BlackCactus,"Strategy,Real-Time,Fantasy,General,Fantasy",16.0,18.0
Spider-Man: The Movie,PC,16-Apr-02,75.0,7.3,GrayMatter,"Action,Action Adventure,Shooter,Beat-'Em-Up,Open-World,Third-Person,2D,3D,Fantasy",16.0,39.0
2002 FIFA World Cup,PC,30-Apr-02,80.0,7.4,EASports,"Sports,Traditional,Team,Soccer,Sim,Sim",9.0,63.0
Baseball Mogul 2003,PC,30-Apr-02,73.0,7.3,SportsMogul,"Sports,Traditional,Team,Baseball,Management,Management,Sim",13.0,4.0
The Elder Scrolls III: Morrowind,PC,1-May-02,89.0,8.9,BethesdaSoftworks,"Role-Playing,First-Person,First-Person,Western-Style",30.0,1561.0
Duke Nukem: Manhattan Project,PC,14-May-02,78.0,7.7,SunstormInteractive,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Horizontal",24.0,62.0
Star Wars Galactic Battlegrounds: Clone Campaigns,PC,14-May-02,71.0,7.7,LucasArts,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",19.0,33.0
Zoo Tycoon: Dinosaur Digs,PC,19-May-02,67.0,7.2,BlueFangGames,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",9.0,9.0
Grand Theft Auto III,PC,20-May-02,93.0,8.3,"DMADesign,RockstarNorth","Action Adventure,Modern,Modern,Open-World",20.0,1254.0
Soldier of Fortune II: Double Helix,PC,20-May-02,80.0,7.1,RavenSoftware,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",22.0,105.0
The Sum of All Fears,PC,28-May-02,72.0,7.1,RedStormEntertainment,"Action,Shooter,Shooter,First-Person,Third-Person,Tactical,Modern,Modern",19.0,8.0
Age of Wonders II: The Wizard's Throne,PC,12-Jun-02,86.0,8.4,TriumphStudios,"Strategy,Turn-Based,Fantasy,General,Fantasy",20.0,66.0
F1 2002,PC,13-Jun-02,88.0,7.4,EASports,"Driving,Racing,Simulation,Formula One,Formula One,Automobile",11.0,39.0
Magic: The Gathering Online,PC,14-Jun-02,75.0,5,LeapingLizardSoftwareInc.,"Strategy,Miscellaneous,Turn-Based,Card Battle,Card Battle",9.0,37.0
Neverwinter Nights,PC,16-Jun-02,91.0,8.1,BioWare,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",34.0,610.0
Airborne Assault: Red Devils Over Arnhem,PC,17-Jun-02,82.0,7.4,PantherGames,"Strategy,Wargame,Turn-Based",8.0,5.0
Warcraft III: Reign of Chaos,PC,3-Jul-02,92.0,9.2,BlizzardEntertainment,"Strategy,Real-Time,Fantasy,General,Fantasy",40.0,2041.0
America's Army,PC,4-Jul-02,82.0,5.8,U.S.Army,"Action,Shooter,Shooter,First-Person,Tactical,Modern",13.0,35.0
Austerlitz: Napoleon's Greatest Victory,PC,10-Jul-02,78.0,6.3,BreakAwayGames,"Strategy,Wargame,Real-Time,Real-Time",8.0,4.0
Operation Flashpoint: Resistance,PC,10-Jul-02,77.0,8.7,BohemiaInteractive,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",13.0,56.0
Strategic Command: European Theater,PC,16-Jul-02,70.0,7.7,FurySoftware,"Strategy,Turn-Based,Wargame,Turn-Based,General",8.0,9.0
Madden NFL 2003,PC,12-Aug-02,89.0,7.1,EASports,"Sports,Traditional,Team,Football,Sim,Sim",12.0,21.0
MoonBase Commander,PC,13-Aug-02,77.0,6.6,HumongousEntertainment,"Strategy,Turn-Based,Real-Time,Sci-Fi,Sci-Fi,General",13.0,10.0
Mobile Forces,PC,16-Aug-02,68.0,7.4,RageSoftware,"Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat",8.0,11.0
Medieval: Total War,PC,19-Aug-02,88.0,8.7,CreativeAssembly,"Strategy,Real-Time,Historic,General,Historic",25.0,218.0
The Thing,PC,20-Aug-02,77.0,7.6,ComputerArtworks,"Action Adventure,Horror,Horror,Survival",19.0,63.0
Celtic Kings: Rage of War,PC,21-Aug-02,82.0,7.6,"Haemimont,HaemimontGames","Strategy,Real-Time,Historic,General,Historic",11.0,19.0
Icewind Dale II,PC,26-Aug-02,83.0,8.3,BlackIsleStudios,"Role-Playing,PC-style RPG,PC-style RPG,Western-Style",22.0,182.0
Cultures 2: The Gates of Asgard,PC,26-Aug-02,72.0,7.7,"FunaticsDevelopmentGmbH,FunaticsSoftware,Funatics","Strategy,City Building,Management,Historic,Historic,Government",7.0,12.0
Cultures 2: The Gates of Asgard,PC,26-Aug-02,72.0,7.7,"FunaticsDevelopmentGmbH,FunaticsSoftware,Funatics","Strategy,City Building,Management,Historic,Historic,Government",7.0,12.0
Mafia,PC,27-Aug-02,88.0,9.1,IllusionSoftworks,"Action Adventure,Historic,Historic,Open-World",27.0,1561.0
Chessmaster 9000,PC,31-Aug-02,81.0,7.6,Ubisoft,"Miscellaneous,Board Games,Board Games,Board / Card Game",10.0,12.0
Syberia,PC,1-Sep-02,82.0,8.5,Microids,"Adventure,3D,Fantasy,Third-Person,Fantasy",26.0,329.0
Earth & Beyond,PC,2-Sep-02,82.0,7.1,WestwoodStudios,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi,Sci-Fi",24.0,15.0
Industry Giant II,PC,2-Sep-02,71.0,7.8,JoWooDEntertainmentAG,"Strategy,Tycoon,Management,Business / Tycoon",8.0,20.0
Emperor: Rise of the Middle Kingdom,PC,9-Sep-02,77.0,7.7,BreakAwayGames,"Strategy,City Building,Management,Historic,Historic,Government",15.0,37.0
Earth 2150: Lost Souls,PC,9-Sep-02,67.0,7,Zuxxez,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",11.0,18.0
Battlefield 1942,PC,10-Sep-02,89.0,8.6,DigitalIllusions,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",27.0,432.0
Geoff Crammond's Grand Prix 4,PC,10-Sep-02,77.0,8.7,"Atari,MicroProse,AtariSA","Driving,Racing,Simulation,Formula One,Formula One,Automobile",14.0,31.0
Spring Break,PC,10-Sep-02,69.0,7.1,DeepRed,"Strategy,Tycoon,Management,Business / Tycoon",14.0,7.0
Links 2003,PC,16-Sep-02,82.0,6.8,MicrosoftGameStudios,"Sports,Traditional,Individual,Golf,Sim,Sim",13.0,6.0
Divine Divinity,PC,22-Sep-02,81.0,8.5,LarianStudiosGames,"Role-Playing,Action RPG,Action RPG",21.0,200.0
The Sims: Unleashed,PC,23-Sep-02,79.0,7.6,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",21.0,33.0
Casino Empire,PC,23-Sep-02,65.0,7.6,SierraEntertainment,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",10.0,13.0
Law & Order: Dead on the Money,PC,24-Sep-02,70.0,7.5,LegacyInteractive,"Adventure,3D,First-Person,Modern,Modern",14.0,14.0
Tom Clancy's Ghost Recon: Island Thunder,PC,25-Sep-02,82.0,6.7,RedStormEntertainment,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern",16.0,17.0
Stronghold: Crusader,PC,25-Sep-02,78.0,8.8,FireFlyStudios,"Strategy,Real-Time,Historic,General,Historic",14.0,350.0
Incoming Forces,PC,25-Sep-02,67.0,5.8,RageSoftware,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",10.0,8.0
Sudden Strike II,PC,26-Sep-02,68.0,7.9,Fireglow,"Strategy,Real-Time,Historic,General,Historic",10.0,27.0
No One Lives Forever 2: A Spy in H.A.R.M.'s Way,PC,30-Sep-02,91.0,8.7,MonolithProductions,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade",29.0,241.0
Unreal Tournament 2003,PC,30-Sep-02,86.0,7.8,DigitalExtremes,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",27.0,129.0
NHL 2003,PC,30-Sep-02,75.0,7.4,EASports,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",12.0,17.0
Hitman 2: Silent Assassin,PC,1-Oct-02,87.0,8.2,IoInteractive,"Action Adventure,Modern,General,Modern",20.0,452.0
Soldiers of Anarchy,PC,8-Oct-02,73.0,7.3,SilverStyle,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",9.0,12.0
RollerCoaster Tycoon 2,PC,15-Oct-02,74.0,8.7,ChrisSawyer,"Strategy,Tycoon,Management,Business / Tycoon",22.0,162.0
NASCAR Thunder 2003,PC,16-Oct-02,68.0,5.2,EATiburon,"Driving,Racing,Simulation,Stock Car,Stock Car,Automobile",9.0,12.0
Need for Speed: Hot Pursuit 2,PC,21-Oct-02,73.0,7.8,EASeattle,"Driving,Racing,Arcade,Arcade,Automobile",11.0,161.0
Zoo Tycoon: Marine Mania,PC,21-Oct-02,71.0,7.5,BlueFangGames,"Strategy,Tycoon,Management,Tycoon,Business / Tycoon",8.0,12.0
Worms Blast,PC,23-Oct-02,73.0,6.9,Team17,"Miscellaneous,Puzzle,Puzzle,Puzzle,Matching,General",12.0,19.0
Iron Storm,PC,25-Oct-02,69.0,5.6,4XStudios,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",16.0,27.0
Combat Flight Simulator 3: Battle for Europe,PC,25-Oct-02,69.0,6.6,MicrosoftGameStudios,"Simulation,Flight,WWII,WWII,Combat",16.0,20.0
Strike Fighters: Project 1,PC,27-Oct-02,65.0,7.6,ThirdWire,"Simulation,Flight,Old Jet,Combat",8.0,8.0
EverQuest: The Planes of Power,PC,28-Oct-02,81.0,7,SonyOnlineEntertainment,"Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Fantasy,Fantasy",10.0,6.0
Combat Mission: Barbarossa to Berlin,PC,29-Oct-02,89.0,7.7,BigTimeSoftware,"Strategy,Real-Time,Wargame,Real-Time,General",12.0,21.0
Tiger Woods PGA Tour 2003,PC,31-Oct-02,92.0,5.1,Headgate,"Sports,Traditional,Individual,Golf,Sim,Sim",14.0,37.0
Deadly Dozen: Pacific Theater,PC,31-Oct-02,79.0,7,Nfusion,"Action,Shooter,Shooter,First-Person,Tactical,Historic,Historic",8.0,8.0
Treasure Planet: Battle at Procyon,PC,31-Oct-02,73.0,7.8,BarkingDog,"Strategy,Real-Time,Sci-Fi,General",11.0,15.0
Tony Tough and the Night of Roasted Moths,PC,31-Oct-02,68.0,6,Prograph,"Adventure,3D,Fantasy,Third-Person,Fantasy",9.0,5.0
Age of Mythology,PC,1-Nov-02,89.0,8.9,EnsembleStudios,"Strategy,Real-Time,Fantasy,General,Fantasy",31.0,652.0
FIFA Soccer 2003,PC,2-Nov-02,83.0,6.9,EACanada,"Sports,Traditional,Team,Soccer,Sim,Sim",13.0,40.0
O.R.B.,PC,4-Nov-02,68.0,6.5,StrategyFirst,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",13.0,4.0
Battle Realms: Winter of the Wolf,PC,5-Nov-02,71.0,8,LiquidEntertainment,"Strategy,Real-Time,Fantasy,General,Fantasy,Command",10.0,23.0
The Elder Scrolls III: Tribunal,PC,6-Nov-02,80.0,7.9,BethesdaSoftworks,"Role-Playing,First-Person,First-Person,Western-Style",16.0,96.0
Star Trek: Starfleet Command III,PC,6-Nov-02,78.0,7.3,Taldren,"Simulation,Sci-Fi,Space,Large Spaceship,Large Spaceship,Civilian",18.0,15.0
RalliSport Challenge,PC,6-Nov-02,77.0,6.8,DigitalIllusions,"Driving,Racing,Simulation,Rally / Offroad,Rally / Offroad,Automobile",14.0,13.0
MechWarrior 4: Mercenaries,PC,7-Nov-02,83.0,8.5,FASAStudio,"Simulation,Sci-Fi,Vehicle,Mech,Mech,Combat",19.0,43.0
Arx Fatalis,PC,11-Nov-02,77.0,8.2,ArkaneStudios,"Role-Playing,First-Person,First-Person,Western-Style",24.0,169.0
Medal of Honor: Allied Assault - Spearhead,PC,12-Nov-02,74.0,7.5,"EALA,DreamworksGames","Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",21.0,65.0
Hegemonia: Legions of Iron,PC,13-Nov-02,75.0,7.6,DigitalReality,"Strategy,Real-Time,Sci-Fi,Sci-Fi,General",15.0,26.0
NBA Live 2003,PC,14-Nov-02,80.0,7.8,EACanada,"Sports,Traditional,Team,Basketball,Sim,Sim",7.0,49.0
Robin Hood: The Legend of Sherwood,PC,14-Nov-02,80.0,8.5,Spellbound,"Strategy,Real-Time,Fantasy,General,Fantasy",15.0,117.0
