game_name,franchise,platform,release_date,release_year,years_since,first_release_year,main_genre,tier_by_score,critics,critic_score,users,user_score,developer,global_sales,other_info
Oni,Oni,PC,2001-01-28,2001,0,2001,Action,Tier 3,29,73,95,9,Bungie,,"Action,Beat-''Em-Up,Beat-''Em-Up,3D"
Operation Flashpoint: Cold War Crisis,Operation Flashpoint,PC,2001-08-30,2001,0,2001,Action,Tier 2,21,85,164,9,BohemiaInteractive,,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern"
Operation Flashpoint: Dragon Rising,Operation Flashpoint,PC,2009-10-06,2009,8,2001,Action,Tier 3,29,76,554,5,Codemasters,0,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern"
Operation Flashpoint: Red River,Operation Flashpoint,PC,2011-06-06,2011,10,2001,Action,Tier 4,25,67,112,5,Codemasters,0,"Action,Shooter,Shooter,First-Person,Modern,Modern,Arcade"
Operation Flashpoint: Resistance,Operation Flashpoint,PC,2002-07-10,2002,1,2001,Action,Tier 3,13,77,56,9,BohemiaInteractive,,"Action,Shooter,Shooter,First-Person,Tactical,Modern,Modern"
Operencia: The Stolen Sun,Operencia,PC,2019-03-29,2019,0,2019,Role-Play,Tier 3,8,78,48,6,ZenStudios,,"Role-Playing,Action RPG"
Operencia: The Stolen Sun,Operencia,Switch,2020-03-31,2020,1,2019,Role-Play,Tier 2,8,81,19,8,ZenStudios,,"Role-Playing,Action RPG"
Orcs Must Die!,Orcs Must Die!,PC,2011-10-11,2011,0,2011,Action,Tier 2,25,83,491,8,RobotEntertainment,,"Action,Strategy,General,Real-Time,General,Defense"
Orcs Must Die! 2,Orcs Must Die!,PC,2012-07-30,2012,1,2011,Action,Tier 2,43,83,535,8,RobotEntertainment,,"Action,Strategy,General,Real-Time,General,Defense"
Order of Battle: Pacific,Order of Battle,PC,2015-04-30,2015,0,2015,Strategy,Tier 2,12,81,41,6,TheArtistocrats,,"Strategy,Turn-Based,4X"
Ori and the Blind Forest,Ori and the Blind Forest,PC,2015-03-11,2015,0,2015,Action,Tier 2,12,88,1329,9,MoonStudios,,"Action,Platformer,2D"
Ori and the Blind Forest: Definitive Edition,Ori and the Blind Forest,PC,2016-04-27,2016,1,2015,Action,Tier 2,9,88,507,9,MoonStudios,,"Action,Platformer,2D"
Ori and the Blind Forest: Definitive Edition,Ori and the Blind Forest,Switch,2019-09-27,2019,4,2015,Action,Tier 1,19,90,293,9,MoonStudios,,"Action,Platformer,2D"
Ori and the Will of the Wisps,Ori and the Will of the Wisps,PC,2020-03-11,2020,0,2020,Action,Tier 2,44,88,848,9,MoonStudios,,"Action,Platformer,2D"
Ori and the Will of the Wisps,Ori and the Will of the Wisps,Switch,2020-09-17,2020,0,2020,Action,Tier 1,20,93,145,9,MoonStudios,,"Action,Platformer,2D"
Orwell,Orwell,PC,2016-10-27,2016,0,2016,Adventure,Tier 3,17,77,106,7,OsmoticStudios,,"Adventure,Point-and-Click"
Osmos,Osmos,PC,2009-08-18,2009,0,2009,General,Tier 2,22,80,149,8,HemisphereGames,,"Miscellaneous,Puzzle,Puzzle,General,Puzzle,General"
Othercide,Othercide,PC,2020-07-27,2020,0,2020,Strategy,Tier 3,25,78,33,7,LightbulbCrew,,"Strategy,Turn-Based,Tactics"
Out of the Park Baseball 10,Out of the Park Baseball,PC,2009-06-02,2009,7,2002,Sports,Tier 2,7,83,40,8,OutOfTheParkDevelopments,,"Sports,Traditional,Baseball,Management"
Out of the Park Baseball 13,Out of the Park Baseball,PC,2012-04-09,2012,10,2002,Sports,Tier 2,8,85,87,8,OutOfTheParkDevelopments,,"Sports,Traditional,Team,Baseball,Sim,Sim"
Out of the Park Baseball 14,Out of the Park Baseball,PC,2013-04-15,2013,11,2002,Sports,Tier 2,8,86,64,8,OutOfTheParkDevelopments,,"Sports,Traditional,Baseball,Management,Management"
Out of the Park Baseball 17,Out of the Park Baseball,PC,2016-03-22,2016,14,2002,Sports,Tier 1,8,92,237,3,OutOfTheParkDevelopments,,"Sports,Baseball,Sim,Team"
Out of the Park Baseball 4,Out of the Park Baseball,PC,2002-02-28,2002,0,2002,Sports,Tier 2,12,87,7,7,OutOfTheParkDevelopments,,"Sports,Traditional,Baseball,Sim"
Out of the Park Baseball 9,Out of the Park Baseball,PC,2008-06-01,2008,6,2002,Sports,Tier 2,7,82,8,7,OutOfTheParkDevelopments,,"Sports,Traditional,Baseball,Management"
Outer Wilds,Outer Wilds,PC,2019-05-30,2019,0,2019,Action Adventure,Tier 2,29,85,378,8,"MobiusDigital,LLC",,"Action Adventure,Open-World"
Outland,Outland,PC,2014-09-29,2014,3,2011,Action,Tier 3,9,79,59,7,"Housemarque,KnockoutGames",,"Action,Platformer,2D"
Outlast,Outlast,PC,2013-09-04,2013,0,2013,Horror,Tier 2,59,80,1619,8,RedBarrels,,"Horror,Action Adventure,Horror,Survival"
Outlast 2,Outlast,PC,2017-04-25,2017,4,2013,Action Adventure,Tier 3,48,75,525,7,RedBarrels,,"Action Adventure,Survival"
Outlast 2,Outlast,Switch,2018-03-27,2018,5,2013,Action Adventure,Tier 3,18,79,57,8,RedBarrels,,"Action Adventure,Survival"
Outlast: Bundle of Terror,Outlast,Switch,2018-02-27,2018,5,2013,Action Adventure,Tier 3,14,77,36,8,RedBarrels,,"Action Adventure,Survival"
OutRun 2006: Coast 2 Coast,OutRun,PC,2006-06-27,2006,0,2006,Racing,Tier 2,11,81,23,8,SumoDigital,,"Driving,Racing,Arcade,Arcade,Automobile"
Overcooked!,Overcooked!,PC,2016-08-03,2016,0,2016,Action,Tier 2,15,81,100,8,GhostTownGamesLtd.,,"Action,Simulation,Arcade,Virtual,Career"
Overcooked! 2,Overcooked!,Switch,2018-08-07,2018,2,2016,Action,Tier 2,38,81,87,8,GhostTownGamesLtd.,,"Action,Arcade"
Overcooked! 2,Overcooked!,PC,2018-08-07,2018,2,2016,Action,Tier 2,7,81,40,8,GhostTownGamesLtd.,,"Action,Arcade"
Overcooked! 2: Surf 'n' Turf,Overcooked!,Switch,2018-10-03,2018,2,2016,Action,Tier 2,8,83,7,8,GhostTownGamesLtd.,,"Action,Arcade"
Overcooked!: Special Edition,Overcooked!,Switch,2017-07-27,2017,1,2016,Action,Tier 3,20,77,112,8,Team17,,"Action,Arcade"
Overland,Overland,Switch,2019-09-19,2019,0,2019,Strategy,Tier 3,8,75,6,7,Finji,,"Strategy,Turn-Based,Tactics"
Overlord,Overlord,PC,2007-06-26,2007,0,2007,Action Adventure,Tier 2,27,81,291,8,TriumphStudios,0,"Action Adventure,Fantasy,General,Fantasy"
Overlord II,Overlord,PC,2009-06-23,2009,2,2007,Action Adventure,Tier 3,32,79,194,8,TriumphStudios,0,"Action Adventure,Fantasy,General,Fantasy"
Overwatch,Overwatch,PC,2016-05-23,2016,0,2016,General,Tier 1,64,91,5896,7,BlizzardEntertainment,1,"General,Action,Shooter,First-Person,Tactical"
Owlboy,Owlboy,Switch,2018-02-13,2018,2,2016,Action Adventure,Tier 2,27,87,149,7,BlitWorks,,"Action Adventure,General"
Owlboy,Owlboy,PC,2016-11-01,2016,0,2016,Fantasy,Tier 2,47,88,250,8,D-PadStudio,,"Fantasy,Action Adventure,General"
Oxenfree,Oxenfree,PC,2016-01-14,2016,0,2016,Action Adventure,Tier 2,49,80,305,8,NightSchoolStudio,,"Action Adventure,Adventure,General"
Oxenfree,Oxenfree,Switch,2017-10-06,2017,1,2016,Action Adventure,Tier 2,9,81,118,8,NightSchoolStudio,,"Action Adventure,Adventure,General"
Pac-Man Championship Edition 2,Pac-Man,PC,2016-09-13,2016,0,2016,Action,Tier 3,17,78,23,7,BandaiNamcoGames,,"Action,Arcade"
Pac-Man Championship Edition 2 Plus,Pac-Man,Switch,2018-02-22,2018,2,2016,Action,Tier 2,33,80,31,8,BandaiNamcoGames,,"Action,Arcade"
Pac-Man Championship Edition DX +,Pac-Man Championship Edition,PC,2013-09-24,2013,3,2010,Action,Tier 2,7,86,90,8,NamcoBandaiGames,,"Action,General,General,Arcade"
Pacific Fighters,Pacific Fighters,PC,2004-10-26,2004,0,2004,Simulation,Tier 3,20,76,27,8,"1C,1CEntertainment",,"Simulation,Flight,WWII,WWII,Combat"
Painkiller,Painkiller,PC,2004-04-12,2004,0,2004,Action,Tier 2,62,81,366,8,PeopleCanFly,0,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade"
Painkiller: Battle out of Hell,Painkiller,PC,2004-12-01,2004,0,2004,Action,Tier 3,36,75,92,8,PeopleCanFly,,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade"
Panzer Corps,Panzer Corps,PC,2011-07-11,2011,0,2011,Strategy,Tier 2,12,80,82,8,TheLordzGamesStudio,,"Strategy,Turn-Based,Real-Time,Wargame,Real-Time,General,Tactics"
Panzer Corps 2,Panzer Corps,PC,2020-03-19,2020,9,2011,Strategy,Tier 2,14,86,36,6,FlashbackGames,,"Strategy,Turn-Based,Tactics"
Panzer General III: Scorched Earth,Panzer General,PC,2000-09-28,2000,0,2000,Strategy,Tier 3,17,71,13,7,SSI,,"Strategy,Turn-Based,General,General,Tactics"
Panzer Paladin,Panzer Paladin,Switch,2020-07-21,2020,0,2020,Action,Tier 3,14,77,4,7,TributeGames,,"Action,Platformer,2D"
Paper Mario: The Origami King,Paper Mario,Switch,2020-07-17,2020,0,2020,Role-Play,Tier 2,114,80,1462,7,IntelligentSystems,,"Role-Playing,General"
"Papers, Please","Papers, Please",PC,2013-08-08,2013,0,2013,Adventure,Tier 2,40,85,1394,9,LucasPope,,"Adventure,General,General"
Paradigm,Paradigm,PC,2017-04-05,2017,0,2017,Adventure,Tier 2,8,85,38,8,JacobJanerka,,"Adventure,Point-and-Click"
Paradise Killer,Paradise Killer,Switch,2020-09-04,2020,0,2020,Adventure,Tier 2,22,82,7,7,KaizenGameWorks,,"Adventure,Visual Novel"
Paradise Killer,Paradise Killer,PC,2020-09-04,2020,0,2020,General,Tier 2,20,82,9,8,KaizenGameWorks,,"General,Adventure,Visual Novel"
Part Time UFO,Part Time UFO,Switch,2020-10-28,2020,0,2020,Action,Tier 3,12,77,5,10,HALLabs,,"Action,Arcade"
Part Time UFO,Part Time UFO,Switch,2020-10-28,2020,0,2020,Action,Tier 3,12,79,5,10,HALLabs,,"Action,Arcade"
Part Time UFO,Part Time UFO,Switch,2020-10-28,2020,0,2020,Action,Tier 3,12,77,5,10,HALLabs,,"Action,Arcade"
Part Time UFO,Part Time UFO,Switch,2020-10-28,2020,0,2020,Action,Tier 3,12,79,5,10,HALLabs,,"Action,Arcade"
Partisans 1941,Partisans 1941,PC,2020-10-14,2020,0,2020,Strategy,Tier 3,20,75,24,8,AlterGames,,"Strategy,Real-Time,Tactics"
Path of Exile,Path of Exile,PC,2013-01-25,2013,0,2013,Role-Play,Tier 2,27,86,1856,8,GrindingGearGames,,"Action RPG,Role-Playing,Action RPG"
Pathologic Classic HD,Pathologic Classic HD,PC,2015-10-29,2015,0,2015,Adventure,Tier 3,11,76,76,9,Ice-PickLodge,,"Adventure,3D,First-Person"
Patrician II: Quest for Power,Patrician,PC,2001-10-08,2001,0,2001,Strategy,Tier 3,12,76,12,7,"AscaronEntertainmentGmbH,AscaronEntertainment",,"Strategy,Real-Time,Historic,General"
Patrician III: Rise of the Hanse,Patrician,PC,2003-10-31,2003,2,2001,Strategy,Tier 3,8,75,50,9,"AscaronEntertainmentGmbH,AscaronEntertainment",,"Strategy,Real-Time,Historic,General,Historic"
Patrician IV: Conquest by Trade,Patrician,PC,2010-09-17,2010,9,2001,Strategy,Tier 4,18,66,36,6,GamingMindsStudios,,"Strategy,Real-Time,Management,Historic,Business / Tycoon"
Pawarumi,Pawarumi,Switch,2019-07-24,2019,0,2019,Action,Tier 3,15,77,10,8,Manufacture43,,"Action,Shooter,Shoot-''Em-Up,Vertical"
Payday 2,Payday,PC,2013-08-13,2013,2,2011,Action,Tier 3,51,79,3757,4,OverkillSoftware,0,"Action,Shooter,Shooter,First-Person,Fantasy,General,Fantasy,Arcade"
Payday: The Heist,Payday,PC,2011-10-20,2011,0,2011,Action,Tier 3,17,76,533,8,OverkillSoftware,,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade"
Peggle Deluxe,Peggle,PC,2007-03-06,2007,0,2007,General,Tier 2,9,85,149,8,PopCap,,"Miscellaneous,Puzzle,Action,Puzzle,Puzzle,Action"
Peggle Nights,Peggle,PC,2008-09-16,2008,1,2007,General,Tier 3,15,76,33,8,PopCap,0,"Miscellaneous,Puzzle,Action,Puzzle,Puzzle,Action"
