name,platform,r-date,score,user score,developer,genre,players,critics,users
Tom Clancy's Ghost Recon: Wildlands,XboxOne,7-Mar-17,76,6.8,UbisoftParis,"Action Adventure,Open-World",Up to 4 ,27,242
Embers of Mirrim,Switch,7-Dec-17,76,7.6,CreativeBytes,"Action,General",No Online Multiplayer,9,10
Shadowrun Returns,PC,25-Jul-13,76,7.4,HarebrainedSchemesLLC,"Role-Playing,General,General",No Online Multiplayer,54,999
Your Shape: Fitness Evolved 2013,WiiU,18-Nov-12,76,6.5,BlueByte,"Miscellaneous,Exercise / Fitness",No info,8,17
Resident Evil 4,XboxOne,30-Aug-16,76,8.2,Capcom,"Action Adventure,Survival",No Online Multiplayer,14,133
Star Fox Command,DS,28-Aug-06,76,7,Q-Games,"Action,Simulation,Shooter,Flight,Shooter,Third-Person,Combat,Sci-Fi,Sci-Fi,Arcade",4  Online,56,66
Far Cry Primal,PlayStation4,23-Feb-16,76,6.6,UbisoftMontreal,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,91,955
Lode Runner,Xbox360,22-Apr-09,76,7.4,SouthendInteractive,"Miscellaneous,Puzzle,Action,Platformer,2D",4  Online,29,9
City Life,PC,2-Jun-06,76,7.4,"MonteCristoMultimedia,MonteCristo","Strategy,Breeding/Constructing,Management,Breeding/Constructing,Government",1 Player,36,29
The Evil Within 2,PlayStation4,13-Oct-17,76,8.5,TangoGameworks,"Action Adventure,Survival",No Online Multiplayer,67,1213
Section 8: Prejudice,Xbox360,20-Apr-11,76,7.7,TimeGateStudios,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,40,63
Alan Wake's American Nightmare,Xbox360,22-Feb-12,76,7.6,RemedyEntertainment,"Action Adventure,Modern,General,Modern,Linear",No Online Multiplayer,72,167
Close to the Sun,XboxOne,29-Oct-19,76,5.4,StorminaTeacup,"Adventure,3D,First-Person",No Online Multiplayer,10,9
Mutant Year Zero: Road to Eden,PlayStation4,4-Dec-18,76,7.7,"HighVoltageSoftware,TheBeardedLadiesConsulting","Strategy,Turn-Based,Tactics",No Online Multiplayer,21,83
Capcom Beat 'Em Up Bundle,XboxOne,18-Sep-18,76,8,Capcom,"Miscellaneous,Compilation",Up to 4 ,9,7
Baldur's Gate: Dark Alliance,GameBoyAdvance,10-Feb-04,76,7.3,MagicPockets,"Role-Playing,Action RPG",1 Player,17,15
Rayman 3: Hoodlum Havoc,PlayStation2,17-Mar-03,76,8.8,Ubisoft,"Action,Platformer,3D",1 Player,21,70
Battle Engine Aquila,Xbox,20-Jan-03,76,tbd,LostToys,"Action,Shooter,First-Person,Sci-Fi",2-Jan,28,0
Alien Front Online,Dreamcast,9-Aug-01,76,7.7,Sega,"Action,Shooter,Third-Person,Sci-Fi",No info,11,6
Tokyo Xtreme Racer Zero,PlayStation2,28-May-01,76,8.8,Genki,"Driving,Racing,GT / Street",2-Jan,15,64
Sega Smash Pack Volume 1,Dreamcast,31-Jan-01,76,7.5,Sega,"Miscellaneous,Compilation",No info,8,6
Mega Man Legends 2,PlayStation,24-Oct-00,76,8.8,Capcom,"Adventure,General",1 Player,10,88
Spider-Man: Shattered Dimensions,Xbox360,7-Sep-10,76,7.6,Beenox,"Action,Adventure,Beat-'Em-Up,Fantasy,Third-Person,Fantasy,3D",No Online Multiplayer,68,118
WWE Day of Reckoning 2,GameCube,29-Aug-05,76,6.1,Yuke's,"Action,Fighting,Wrestling",4-Jan,36,266
Hotshot Racing,Switch,10-Sep-20,76,6.4,LuckyMountainGames,"Racing,Arcade,Automobile",Up to 8 ,14,12
Journey to the Savage Planet,XboxOne,28-Jan-20,76,6.2,TyphoonStudios,"Action Adventure,General",2,21,45
Pikuniku,Switch,24-Jan-19,76,7.5,"Sectordub,22ndCenturyToys","Puzzle,Action",No Online Multiplayer,35,42
Disney DuckTales Remastered,WiiU,13-Aug-13,76,8,WayForward,"Action,Platformer,Platformer,2D,2D",No info,10,111
Surviving Mars,PC,15-Mar-18,76,6.7,HaemimontGames,"Strategy,Management,Government",No Online Multiplayer,39,158
Undertow,Xbox360,21-Nov-07,76,7.6,ChairEntertainment,"Action,General,General",16  Online,32,37
Band Hero,PlayStation3,3-Nov-09,76,7.1,NeversoftEntertainment,"Action,Miscellaneous,Rhythm,Music,Music",No info,45,11
Game of Thrones: Episode Two - The Lost Lords,XboxOne,4-Feb-15,76,7.4,TelltaleGames,"Action,Adventure,General,Point-and-Click",No info,11,34
Disney/Pixar Toy Story 3,Wii,15-Jun-10,76,7.9,AvalancheSoftware,"Action,General,General",No info,11,22
Streets of Rage 2,Xbox360,29-Aug-07,76,8.5,Sega,"Action,Beat-'Em-Up,Beat-'Em-Up,2D",2  Online,12,28
Kung Fu Panda,PlayStation3,3-Jun-08,76,7.3,"Luxoflux,Inc.","Action,Platformer,Platformer,3D,3D",No Online Multiplayer,23,18
Borderlands: Game of the Year Edition,PlayStation4,3-Apr-19,76,6.4,Take-TwoInteractive,"Miscellaneous,Compilation",Up to 4 ,10,55
Chariot,WiiU,8-Jan-15,76,7.9,FrimaStudio,"Action,Platformer,2D",No info,9,9
"WarioWare, Inc.: Mega Party Game$!",GameCube,6-Apr-04,76,8.3,Nintendo,"Miscellaneous,Puzzle,General",4-Jan,46,35
Resident Evil 4,PC,15-May-07,76,7.7,Capcom,"Action Adventure,Horror,Horror,Survival",No Online Multiplayer,15,386
Beyond: Two Souls,PC,22-Jul-19,76,7.8,QuanticDream,"Adventure,3D,Third-Person",No Online Multiplayer,14,176
Wasteland 2: Director's Cut,Switch,13-Sep-18,76,7.5,InXileEntertainment,"Role-Playing,Western-Style",No Online Multiplayer,15,15
One Piece: Pirate Warriors 3 - Deluxe Edition,Switch,10-May-18,76,8.1,KoeiTecmoGames,"Action,Beat-'Em-Up,3D",2,16,29
Plants vs Zombies: Garden Warfare,XboxOne,25-Feb-14,76,7.5,PopCap,"General,Action,General,Shooter,Third-Person,Tactical",Up to 24 ,65,449
Samurai Warriors 4,PlayStation4,21-Oct-14,76,7.6,OmegaForce,"Action,Beat-'Em-Up,3D",2,31,97
The Wolf Among Us: Episode 2 - Smoke and Mirrors,PC,4-Feb-14,76,8.3,TelltaleGames,"Fantasy,Action Adventure,Adventure,General,Fantasy,Point-and-Click",No info,43,302
SkyDrift,PlayStation3,6-Sep-11,76,8.2,DigitalReality,"Driving,Racing,Arcade,Arcade,Automobile",No info,14,5
Panzer Paladin,PC,21-Jul-20,76,tbd,TributeGames,"Action,Platformer,2D",No Online Multiplayer,10,0
Field of Glory: Empires,PC,11-Jul-19,76,7.4,AGEOD,"Strategy,Turn-Based,4X",Online Multiplayer,11,14
Pathologic Classic HD,PC,29-Oct-15,76,8.6,Ice-PickLodge,"Adventure,3D,First-Person",No Online Multiplayer,11,76
Hard Corps: Uprising,PlayStation3,15-Mar-11,76,7.5,ArcSystemWorks,"Action,Shooter,Platformer,Shooter,Scrolling,2D,Scrolling,Shoot-'Em-Up,Vertical",No info,23,28
Heroes of the Pacific,PlayStation2,28-Sep-05,76,8.4,IRGurus,"Simulation,Flight,WWII",8  Online,31,15
FIFA Street,PlayStation3,13-Mar-12,76,6.7,EASports,"Sports,Traditional,Team,Soccer,Sim,Arcade,Arcade",No info,36,80
Tetris Party Deluxe,DS,25-May-10,76,tbd,"TetrisOnline,Inc","Miscellaneous,Puzzle,Puzzle,Puzzle,Stacking,Stacking",No info,11,0
The Bard's Tale,PlayStation2,26-Oct-04,76,8,InXileEntertainment,"Role-Playing,Third-Person",1 Player,44,21
Crimson Shroud,3DS,13-Dec-12,76,8,NexEntertainment,"Role-Playing,General,Console-style RPG,General",No info,32,48
Serious Sam HD: The Second Encounter,PC,28-Apr-10,76,8.2,Croteam,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,20,187
Crimson Shroud,3DS,13-Dec-12,76,8,NexEntertainment,"Role-Playing,General,Console-style RPG,General",No info,32,48
Serious Sam HD: The Second Encounter,PC,28-Apr-10,76,8.2,Croteam,"Action,Shooter,Shooter,First-Person,Sci-Fi,Sci-Fi,Arcade",No info,20,187
New Super Lucky's Tale,PlayStation4,21-Aug-20,76,7.4,PlayfulCorp.,"Action,Platformer,3D",No Online Multiplayer,10,9
Hunt: Showdown,XboxOne,18-Feb-20,76,6.6,Crytek,"Sci-Fi,Third-Person,Arcade,Action,Shooter,First-Person,Tactical",No Online Multiplayer,11,51
Planet Alpha,Switch,4-Sep-18,76,7.7,AdrianLazar,"Action,Platformer,2D",No Online Multiplayer,9,15
Klaus,PlayStation4,19-Jan-16,76,7.2,LaCosaEntertainment,"Action,Platformer,2D",No info,28,33
Need for Speed: Rivals,PC,19-Nov-13,76,3.6,GhostGames,"Driving,Racing,Simulation,GT / Street,GT / Street,Automobile",No info,16,622
Greed Corp,PC,10-Dec-10,76,7.1,W!Games,"Strategy,Turn-Based,Modern,General,Modern",No info,7,44
Gigantic,PC,20-Jul-17,76,8.5,Motiga,"Strategy,Real-Time,MOBA",Online Multiplayer,12,41
WWE '13,PlayStation3,30-Oct-12,76,8.1,THQ,"Action,Sports,Fighting,Fighting,Individual,Wrestling,Combat,Wrestling",Up to 6 ,24,113
Lemmings,PSP,23-May-06,76,7.9,Team17,"Miscellaneous,Puzzle,Action,Puzzle,Puzzle,Action",No Online Multiplayer,46,16
Tony Hawk's Project 8,PlayStation3,17-Nov-06,76,7,NeversoftEntertainment,"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",No Online Multiplayer,43,21
Marvel's Spider-Man: The Heist,PlayStation4,23-Oct-18,76,6.8,InsomniacGames,"Action Adventure,Open-World",No Online Multiplayer,25,168
Bulletstorm: Full Clip Edition,PC,7-Apr-17,76,7,PeopleCanFly,"Action,Shooter,First-Person,Arcade",Online Multiplayer,9,66
Heart&Slash,PlayStation4,28-Jun-16,76,7.2,AHEARTFULOFGAMES,"Action,General",No info,7,15
Q.U.B.E. Director's Cut,XboxOne,24-Jul-15,76,6.9,ToxicGames,"Miscellaneous,Puzzle,Logic",No info,11,7
Tower of Guns,PC,4-Mar-14,76,7.1,TerriblePostureGames,"Action,Shooter,First-Person,Sci-Fi,Arcade",No info,16,43
Dragon Age II: Mark of the Assassin,Xbox360,11-Oct-11,76,5.5,BioWare,"Role-Playing,PC-style RPG,Action RPG",No info,13,39
NHL Slapshot,Wii,7-Sep-10,76,8.6,EASports,"Sports,Traditional,Team,Ice Hockey,Sim,Sim",No info,25,10
Red Orchestra 2: Heroes of Stalingrad,PC,13-Sep-11,76,7.3,TripwireInteractive,"Action,Shooter,Shooter,First-Person,Historic,Historic,Arcade",Online Multiplayer,49,761
Victor Vran: Overkill Edition,PlayStation4,30-May-17,76,7.2,HaemimontGames,"Role-Playing,Action RPG",Up to 4 ,15,22
Naruto Shippuden: Ultimate Ninja Storm 2,PlayStation3,19-Oct-10,76,8.3,CyberConnect2,"Action,Fighting,Fighting,3D,3D",2,34,160
Ratchet & Clank Collection,PlayStationVita,29-Jul-14,76,7.7,MassMedia,"Miscellaneous,Compilation",No info,23,114
Broken Age,PC,28-Jan-14,76,6.9,DoubleFineProductions,"Third-Person,General,Fantasy,3D,Adventure,Point-and-Click",No info,19,117
The Flame in the Flood: Complete Edition,PlayStation4,17-Jan-17,76,6.1,TheMolassesFlood,"Action Adventure,General,Survival",No info,31,22
Journey of the Broken Circle,Switch,18-Sep-20,76,9,LovableHatCult,"Adventure,General",No Online Multiplayer,8,4
The Walking Dead: Michonne - Episode 3: What We Deserve,PlayStation4,26-Apr-16,76,7.1,TelltaleGames,"Adventure,3D,Third-Person",No info,8,23
Audiosurf 2,PC,26-May-15,76,7.1,BestGameEver.com,"Miscellaneous,Music,Action,Rhythm,Music",No Online Multiplayer,7,41
Who's That Flying?!,PC,31-Jan-11,76,6.3,Mediatonic,"Action,Shooter,Shooter,Scrolling,Scrolling,Shoot-'Em-Up,Vertical",No info,7,15
Tom Clancy's EndWar,PlayStation3,4-Nov-08,76,6.8,UbisoftShanghai,"Strategy,Real-Time,Military,Military,Tactics",Up to 8 ,33,45
V-Rally 3,Xbox,25-Mar-03,76,tbd,EdenStudios,"Driving,Racing,Rally / Offroad",4-Jan,13,0
Marvel vs. Capcom 2,PlayStation2,18-Nov-02,76,8.7,Capcom,"Action,Fighting,2D",2-Jan,19,70
NFL Blitz 20-02,PlayStation2,6-Feb-02,76,8.3,Midway,"Sports,Traditional,Football,Arcade",2-Jan,22,16
Jade Cocoon 2,PlayStation2,17-Dec-01,76,7.9,Genki,"Role-Playing,Console-style RPG",2-Jan,16,27
WWF SmackDown! Just Bring It,PlayStation2,18-Nov-01,76,7.3,Yuke's,"Action,Fighting,Wrestling",4-Jan,24,55
Myth III: The Wolf Age,PC,30-Oct-01,76,6.8,MumboJumbo,"Strategy,Real-Time,Fantasy,General",16-Jan,12,12
Record of Lodoss War,Dreamcast,26-Feb-01,76,8.2,Neverland,"Role-Playing,Action RPG",No info,10,18
Speed Devils Online Racing,Dreamcast,13-Dec-00,76,8.1,UbisoftMontreal,"Driving,Racing,Arcade",No info,10,7
Rune (2000),PC,7-Nov-00,76,7.7,HumanHeadStudios,"Action Adventure,Fantasy,General,Fantasy",16-Jan,26,66
Age of Booty,Xbox360,15-Oct-08,76,7.2,CertainAffinity,"Strategy,Miscellaneous,Real-Time,Party,General,Fantasy",8  Online,20,28
Art Style: light trax,Wii,24-May-10,76,tbd,SkipLtd.,"Miscellaneous,General,General",1 Player,12,0
Surviving Mars,XboxOne,15-Mar-18,76,6.4,HaemimontGames,"Strategy,Management,Government",No Online Multiplayer,12,15
JYDGE,PlayStation4,3-Oct-17,76,6.6,10tons,"Action,Shooter,Shoot-'Em-Up,Top-Down",No info,13,10
Future Unfolding,PC,15-Mar-17,76,6.8,SpacesofPlay,"Action Adventure,Open-World",No Online Multiplayer,11,13
Pode,Switch,21-Jun-18,76,7.4,Henchman&Goon,"Adventure,3D,Third-Person",No Online Multiplayer,15,23
Story of Seasons,3DS,31-Mar-15,76,8,MarvelousAQL,"Breeding/Constructing,Strategy,General",No Online Multiplayer,39,70
Destroy All Humans!,Xbox,21-Jun-05,76,8.2,PandemicStudios,"Action Adventure,Sci-Fi",1 Player,62,42
Aliens: Infestation,DS,11-Oct-11,76,8.2,"GearboxSoftware,WayForward","Action,Platformer,Platformer,2D,2D",No info,43,34
Evolve,PlayStation4,10-Feb-15,76,4.3,TurtleRockStudios,"Sci-Fi,Action,Shooter,First-Person,Arcade",Up to 5 ,46,928
Battlestations: Pacific,Xbox360,12-May-09,76,8,EidosInteractive,"Strategy,Real-Time,Historic,General,Historic",Up to 8 ,48,40
Manhunt,PlayStation2,18-Nov-03,76,8.4,RockstarNorth,"Action Adventure,Modern",1 Player,47,178
Watch Dogs: Legion,PC,29-Oct-20,76,5.9,Ubisoft,"Action Adventure,Open-World",Up to 8 ,38,716
The Swords of Ditto: Mormo's Curse,Switch,2-May-19,76,6.9,OneBitBeyond,"Role-Playing,Action RPG",No Online Multiplayer,12,26
Battlestar Galactica Deadlock,PlayStation4,8-Dec-17,76,tbd,BlackLabGames,"Strategy,General",2,7,0
Serious Sam's Bogus Detour,PC,20-Jun-17,76,8.3,Crackshell,"Action,Shooter,Shoot-'Em-Up,Top-Down",Online Multiplayer,12,19
LEGO Star Wars: The Force Awakens,XboxOne,28-Jun-16,76,6.9,TTGames,"Action Adventure,General",No info,11,30
Atelier Shallie: Alchemists of the Dusk Sea,PlayStation3,10-Mar-15,76,7.7,Gust,"Role-Playing,General,Japanese-Style",No Online Multiplayer,26,49
The Lost Chronicles of Zerzura,PC,10-Jul-14,76,6.9,CranberryProduction,"Adventure,General,General",No info,9,17
Nancy Drew: Warnings at Waverly Academy,PC,13-Oct-09,76,6.6,HerInteractive,"Adventure,3D,First-Person,Modern,Modern",No info,8,14
Race Driver: Create & Race,DS,2-Oct-07,76,7.6,FirebrandGames,"Driving,Racing,Simulation,General,General,Automobile",4  Online,18,12
Overlord,Xbox360,26-Jun-07,76,8.3,TriumphStudios,"Action Adventure,Fantasy,General,Fantasy",2  Online,47,75
Burnout Dominator,PSP,6-Mar-07,76,8.1,CriterionGames,"Driving,Racing,Arcade,Arcade,Automobile",6-Jan,23,35
Mega Man ZX,DS,12-Sep-06,76,8.9,IntiCreates,"Action,Platformer,Platformer,2D,2D",No Online Multiplayer,37,87
Full Throttle Remastered,PlayStation4,18-Apr-17,76,7.4,DoubleFineProductions,"Adventure,Point-and-Click",No info,17,48
Battalion Wars,GameCube,19-Sep-05,76,8.5,KujuEntertainment,"Action,Shooter,Third-Person,Modern",1 Player,43,25
Super Mario Strikers,GameCube,5-Dec-05,76,8.6,NextLevelGames,"Sports,Traditional,Soccer,Arcade",4-Jan,39,93
Mario Superstar Baseball,GameCube,29-Aug-05,76,8.5,Namco,"Sports,Traditional,Baseball,Arcade",4-Jan,38,47
Rad,XboxOne,20-Aug-19,76,6.3,DoubleFineProductions,"Adventure,Action Adventure,General",No Online Multiplayer,13,10
Prototype 2,PC,24-Jul-12,76,6.5,RadicalEntertainment,"Action Adventure,Sci-Fi,Sci-Fi,Open-World",No Online Multiplayer,12,484
Mass Effect: Andromeda,XboxOne,21-Mar-17,76,5,BioWare,"Role-Playing,Action RPG",Up to 4 ,35,1096
Assassin's Creed: Brotherhood - The Da Vinci Disappearance,PlayStation3,9-Mar-11,76,7.8,UbisoftMontreal,"Action Adventure,Historic,Historic,Open-World",1 Player,9,44
"Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees",PC,23-Mar-09,76,7.6,TelltaleGames,"Miscellaneous,Adventure,General,Compilation",No info,35,15
Order Up!,Wii,22-Jul-08,76,8.5,SuperVillainStudios,"Action,Miscellaneous,General,General,General",1 Player,25,26
Mercenary Kings,PC,22-Jul-13,76,6.5,"TributeGames,TributeGamesInc.","General,Action,General,Shooter,Scrolling,Shoot-'Em-Up,Vertical,Horizontal",No info,13,61
Din's Curse,PC,31-Mar-10,76,7.4,SoldakEntertainment,"Role-Playing,Action RPG,Action RPG",4-Jan,10,24
Hyrule Warriors,WiiU,26-Sep-14,76,8.3,OmegaForce,"Action,Beat-'Em-Up,3D",No Online Multiplayer,81,716
Stuntman: Ignition,PlayStation3,17-Sep-07,76,6.1,ParadigmEntertainment,"Driving,Racing,Mission-based,Arcade,Mission-based,Automobile",Up to 8 ,18,13
ShootMania Storm,PC,10-Apr-13,76,7.3,Nadeo,"Action,Shooter,Shooter,First-Person,Fantasy,Arcade",No info,47,77
Post Void,PC,6-Aug-20,76,7.2,YCJYGames,"Action,Shooter,First-Person,Arcade",No Online Multiplayer,8,9
Utawarerumono: Prelude to the Fallen,PlayStation4,26-May-20,76,5.9,AquaPlus,"General,Strategy,Turn-Based,Tactics",No Online Multiplayer,14,15
Broken Lines,PC,25-Feb-20,76,7.4,PortaPlay,"Strategy,Turn-Based,Tactics",No Online Multiplayer,14,23
Feudal Alloy,PC,17-Jan-19,76,7.4,LukasNavratil,"Action,Platformer,2D",No Online Multiplayer,7,14
Aggressors: Ancient Rome,PC,30-Aug-18,76,8.2,KubatSoftware,"Strategy,Turn-Based,4X",No Online Multiplayer,7,13
Crawl,XboxOne,11-Apr-17,76,6.5,Powerhoof,"Role-Playing,General,Action RPG",No Online Multiplayer,8,6
The Magic Circle: Gold Edition,PlayStation4,26-Apr-16,76,7.1,Question,"Adventure,3D,First-Person",No info,13,8
DISTRAINT,PC,21-Oct-15,76,7.5,JesseMakkonen,"Adventure,General",No Online Multiplayer,8,71
Sayonara UmiharaKawase +,PlayStationVita,21-Apr-15,76,8.1,StudioSaizensen,"Action,Platformer,2D",No info,8,12
Lone Survivor: The Director's Cut,WiiU,16-Oct-14,76,8,"CurveStudios,superflatgames","Action Adventure,Horror,Survival",No info,7,16
Carrion,XboxOne,23-Jul-20,76,7.5,PhobiaGameStudio,"Action,Platformer,2D",No Online Multiplayer,16,37
Digimon Story Cyber Sleuth: Complete Edition,Switch,18-Oct-19,76,5,MediaVision,"Miscellaneous,Compilation",2,20,143
Payday: The Heist,PC,20-Oct-11,76,7.7,OverkillSoftware,"Action,Shooter,Shooter,First-Person,Fantasy,Fantasy,Arcade",No info,17,533
Snoopy vs. the Red Baron,PSP,24-Oct-06,76,7.8,SmartBombInteractive,"Action Adventure,Fantasy,General,Fantasy",6-Jan,7,4
Paper Mario: Color Splash,WiiU,7-Oct-16,76,7.1,"Nintendo,IntelligentSystems","Role-Playing,Japanese-Style",No Online Multiplayer,74,417
Batman: Arkham Origins,PlayStation3,25-Oct-13,76,7.8,WBGamesMontreal,"Action Adventure,Fantasy,Fantasy,Open-World",No Online Multiplayer,46,827
Wulverblade,Switch,12-Oct-17,76,7.5,DarkwindMedia,"Action,Beat-'Em-Up,2D",No info,16,38
Furi,PC,5-Jul-16,76,7.9,TheGameBakers,"Action,General,Fighting,3D",No Online Multiplayer,12,165
Forgotton Anne,PC,15-May-18,76,7.2,ThroughlineGames,"Adventure,General",No Online Multiplayer,28,50
Journey to the Savage Planet,PC,28-Jan-20,76,6.7,TyphoonStudios,"Action Adventure,General",No Online Multiplayer,26,78
Everybody's Gone to the Rapture,PC,14-Apr-16,76,5.3,TheChineseRoom,"Adventure,3D,First-Person",No Online Multiplayer,8,99
Phantom Brave: We Meet Again,Wii,14-Aug-09,76,8.3,NipponIchiSoftware,"Strategy,Turn-Based,Fantasy,Fantasy,Tactics",No Online Multiplayer,12,14
Midtown Madness 3,Xbox,17-Jun-03,76,8.1,DigitalIllusions,"Driving,Mission-based",8-Jan,41,36
Grand Prix Challenge,PlayStation2,3-Mar-03,76,8.3,Atari,"Driving,Racing,Formula One",2-Jan,9,10
Harry Potter and the Chamber of Secrets,GameBoyAdvance,14-Nov-02,76,7.9,EurocomEntertainmentSoftware,"Action Adventure,Fantasy",1 Player,11,18
Summoner 2,PlayStation2,23-Sep-02,76,8.4,VolitionInc.,"Role-Playing,Action RPG",1 Player,20,25
MX Superfly,PlayStation2,17-Jun-02,76,8.3,PacificCoastPower&Light,"Driving,Racing,Motorcycle,Motocross",2-Jan,13,6
NBA Live 2002,Xbox,18-Nov-01,76,7.5,ElectronicArts,"Sports,Traditional,Basketball,Sim",4-Jan,15,6
LEGO Star Wars III: The Clone Wars,PlayStation3,22-Mar-11,76,7.6,Traveller'sTales,"Action Adventure,Sci-Fi,Sci-Fi,General",No Online Multiplayer,36,50
SingStar Amped,PlayStation2,18-Sep-07,76,tbd,SCEELondonStudio,"Miscellaneous,Rhythm,Music",8-Jan,20,0
Artifact,PC,28-Nov-18,76,2.2,ValveSoftware,"Strategy,Turn-Based,Card Battle",Online Multiplayer,20,604
Firewatch,PlayStation4,9-Feb-16,76,6.8,CampoSanto,"Adventure,3D,First-Person",No info,45,616
Darius Cozmic Collection: Arcade,Switch,16-Jun-20,76,tbd,ININGames,"Miscellaneous,Compilation",No Online Multiplayer,13,0
Pro Evolution Soccer 2016,PC,16-Sep-15,76,4.2,Konami,"Sports,Team,Soccer,Sim",No info,12,310
Diablo III: Rise of the Necromancer,PC,27-Jun-17,76,4.7,BlizzardEntertainment,"Role-Playing,Action RPG",No info,23,169
Wii Sports,Wii,19-Nov-06,76,8,Nintendo,"Sports,General,General,Individual,Athletics",No Online Multiplayer,51,429
The Sims 2: Nightlife,PC,13-Sep-05,76,6.7,Maxis,"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",1 Player,31,75
Konami Classics Series: Arcade Hits,DS,30-Mar-07,76,tbd,M2,"Miscellaneous,Compilation,Compilation",No Online Multiplayer,29,0
Ultimate Spider-Man,GameCube,21-Sep-05,76,7.8,Treyarch,"Action,Beat-'Em-Up",1 Player,36,28
"Warhammer 40,000: Space Marine",Xbox360,6-Sep-11,76,7.8,Relic,"Action,Role-Playing,Action RPG,Shooter,Shooter,Third-Person,Sci-Fi,Sci-Fi,Arcade",16  Online,57,242
Nobunaga's Ambition: Iron Triangle,PlayStation2,27-Jan-09,76,8.4,Koei,"Strategy,Turn-Based,Historic",1 Player,8,8
Scene It? Box Office Smash,Xbox360,28-Oct-08,76,7.4,"KromeStudios,ScreenlifeGames","Miscellaneous,Trivia / Game Show,Trivia / Game Show",Up to 4 ,32,25
Langrisser I & II,Switch,10-Mar-20,76,7.6,Kadokawa,"Miscellaneous,Compilation",No Online Multiplayer,15,18
Worms,PlayStation3,26-Mar-09,76,7.6,Team17,"Strategy,Turn-Based,Wargame,Turn-Based,Fantasy,Artillery",Up to 4 ,9,18
Suikoden V,PlayStation2,21-Mar-06,76,8.9,Konami,"Role-Playing,Console-style RPG",1 Player,43,132
The King of Fighters 02/03,Xbox,31-Aug-05,76,tbd,SNK,"Miscellaneous,Compilation",2  Online,23,0
Demigod,PC,14-Apr-09,76,7.7,GasPoweredGames,"Strategy,Real-Time,Fantasy,MOBA,MOBA",Online Multiplayer,50,196
Need for Speed: Hot Pursuit Remastered,PC,6-Nov-20,76,3.7,CriterionGames,"Racing,Arcade,Automobile",No info,8,8
A Hat in Time,Switch,18-Oct-19,76,8,GearsforBreakfast,"Action,Platformer,3D",No Online Multiplayer,7,41
Amnesia Collection,Switch,12-Sep-19,76,7.5,FrictionalGames,"Miscellaneous,Compilation",No Online Multiplayer,7,11
RIDE 3,XboxOne,30-Nov-18,76,7.5,"MileStoneInc.,MilestoneS.r.l","Racing,Simulation,Automobile",Up to 12 ,8,15
XType Plus,WiiU,14-Aug-14,76,8.2,PhobosLab,"Action,Shooter,Static,Shoot-'Em-Up,Top-Down",No info,7,19
